entity,tweet_author,sentiment
Highrisk_CLL Participate_CLL_Learn,"Holly Bertone, CNHP, PMP",neutral
Chronic Lymphocytic Leukemia,MPLN,negative
BTKCSMediated Resistance_Ibrutinib_Chronic Lymphocytic Leukemia,Christopher Steer,neutral
hui  et h#tickets_CLL,Mahmoud Turki,neutral
Maintenance Therapy_Chronic Lymphocytic Leukemia,Oncology Tube,negative
Ibrutinib Data May Change Current Practices_CLL_#_Leukemia_ASH,Oncology Tube,negative
Saturday_CLL_Keating &_Lamanna  &,Andrew Schorr,negative
Chronic Lymphocytic Leukemia Symptoms &_Treatment Cleveland Clinic,BigDru,negative
CLL,Patient Power,negative
Bendamustine Rituximab_Refractory Chronic Lymphocytic Leukemia,The ASCO Post,neutral
CLL_John Gribben @Bartscancer,VJHemOnc,neutral
#,ASCO Publications,negative
Kubernetes_Prometheus_CLL,Dave Lexington,neutral
CLL,myCME,neutral
#cll Book_Glasgow,MacmillanGLibraries,negative
Scrutinize the Global Chronic Lymphocytic Leukemia Market,BizPR,neutral
Scrutinize the Global Chronic Lymphocytic Leukemia Market,BizPR,neutral
Scrutinize the Global Chronic Lymphocytic Leukemia Market,BizPR,neutral
the Global Chronic Lymphocytic Leukemia Market,BizPR,neutral
Scrutinize the Global Chronic Lymphocytic Leukemia Market,Publish PressRelease,neutral
Chronic Lymphocytic Leukemia_Significant Comorbid,CCDT,neutral
CLL_Learn_#,"Holly Bertone, CNHP, PMP",negative
SingleAgent_CLL_Leukemia_#,Oncology Tube,negative
CLL,MediCom Oncology,positive
ABBV_CLL,CBPartners,negative
#_CLL,VJHemOnc,neutral
(),Fighting the Fight,negative
CLL_NGS_Nteliopoulos @imperialcollege,VJHemOnc,neutral
ORIGIN_Revlimid_CLL,Robert Z. Orlowski,neutral
(),Tinu Abayomi-Paul,neutral
ValMet Genotype,Austin Publishing,negative
#_CLL,VJHemOnc,negative
(),ICGEB Official,neutral
(),ICGEB Official,negative
(),Oncology Tube,negative
CLL,David Olivia,neutral
CLL_ClinicalTrial_Learn,International Pain Foundation®,neutral
Chronic Lymphocytic Leukemia,JackieJacksonHolland,negative
fevreir &lt  ,Mahmoud Turki,neutral
IGHVmutated_#leusm #_CLL,"Krishna Komanduri, MD, FASTCT",neutral
Bueno_vez más apoyando_CLL,John Drago,neutral
CLL,Shelley Webb,neutral
(),TumorImmunoPapers,negative
KIbased_CLL,"chadi nabhan MD, MBA, FACP",negative
CLL,Oncology Tube,negative
One_Lion_CLL #_Chelsea,Nikhil Wagle,positive
CLL,"chadi nabhan MD, MBA, FACP",positive
CLL,VJHemOnc,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
#patientpower #_CLL_Houston,Jeff Folloder,neutral
CLL_#,Jeff Folloder,neutral
guys &lt_february,Mahmoud Turki,neutral
(),Cancer Papers,negative
(),Oncology Tube,negative
(),DrugGenius,negative
CLL,Oncology Tube,negative
(),Oncology Tube,negative
rituximab_CLL_Hematology,EMJ Hematology,neutral
CLL_CJ Chris,Patient Power,neutral
CLL,"Holly Bertone, CNHP, PMP",neutral
BTK_Bgb_CLL_#Waldenstrom #_cllsm,VJHemOnc,neutral
CLL_Jeffrey Jones_Ohio,Marta Crespo,neutral
@LeukemiaMDA_CLL,Patient Power,neutral
Glasgow_@NHSGGC,LymphomaAction,negative
#gellc Overview_CLL_Adrian Wiestner,@sehh_es,neutral
CLL_Jiménez de Hematología Experimental_VHIO,Marta Crespo,neutral
PIK_BTK_CLL,"Raul Cordoba, MD, PhD",neutral
BTK_AIDdependent_#_CLL,"Raul Cordoba, MD, PhD",negative
(),Tinu Abayomi-Paul,neutral
Saturday_CLL,Andrew Schorr,neutral
#_first_quebec,Anna Deveau,neutral
BTK_Dr Albitar &_CLL,NeoGenomics,negative
New &_BTK_CLL_#CLL #_#,Prof John,neutral
Michael Keating_CLL Research News,Patient Power,negative
(),Oncology Tube,negative
Physician s Choice &_Idelalisib_CLL,Evidera,neutral
Imbruvica,Datamonitor HC,neutral
HaemOnc &_CLL,Medthority,neutral
Chronic Lymphocytic Leukemia,Cancer Papers,negative
#_#leusm #_CLL,"Raul Cordoba, MD, PhD",negative
CLL,brian brown,negative
Refractory Chronic Lymphocytic Leukemia,"Darcy Burbage, DNP, RN, AOCN",negative
tonight,brian brown,neutral
CLL,Mahmoud Turki,neutral
CLL,ACS Journal Cancer,negative
CLL_CLRB,Cellectar Biosciences,neutral
Glasgow_@NHSGGC,LymphomaAction,negative
#LagosPortComplex Apapa_CLL,Concessionary L.L,neutral
Imbruvica_CLL_@Datamonitor_DF,Datamonitor HC,neutral
CLL,Debbie Woodbury,neutral
(),felix cheloti,neutral
two,Cancer Papers,negative
(),Cancer Papers,negative
EBioMedicine_Chronic Lymphocytic Leukemia Cells,ImmunologyPapers,neutral
CLL_#_cllsm,VJHemOnc,neutral
US_CLL_Medicare,"Heather E. Williams, PhD",negative
#lymphocytic #_CLL #_#_@Naturecomms,varsome,negative
CellIntrinsic Determinants_IbrutinibInduced Apoptosis_Chronic Lymphocytic Leukemia,Garbiñe Lizeaga,negative
Chronic Lymphocytic_Leukemia_CLL,"Raul Cordoba, MD, PhD",negative
CellIntrinsic Determinants_IbrutinibInduced Apoptosis_Chronic Lymphocytic Leukemia,Jerry Lee,negative
Chronic Lymphocytic Leukemia,Francesco Bertoni,negative
CLL,Shelley Webb,neutral
CLL,Amy Ramos,neutral
CLL_Houston,Andrew Schorr,neutral
Macrophagesconfer_CCRdependent,Cure Cancer Now,neutral
BTK_PLCG Mutations Linked,Lymphoma Canada,negative
Bendamustine Rituximab_Refractory Chronic Lymphocytic Leukemia,The ASCO Post,neutral
CLL_#,MD Anderson Cancer Center,negative
#UK #_Cll_Watch,Andrew Schorr,neutral
#cll  _#multiengine #_avgeek,Pilot Partner,neutral
(),Literature Bot,negative
BTKCSMediated Resistance_Ibrutinib_Chronic Lymphocytic Leukemia,GEDEFO,negative
Chronic Lymphocytic Leukemia,GEDEFO,negative
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
Chronic Lymphocytic Leukaemia_CLL,Christine McKenzie,neutral
CCRdependent,DrugGenius,neutral
Ibrutinib_CLL_ImmunoOnc,"Raul Cordoba, MD, PhD",neutral
CLL Patient_Leukemia,Oncology Tube,neutral
Saturday Join_CLL_@LeukemiaMDA &,Patient Power,neutral
Bcell,Bioline International,negative
CLL_Andy_RT,Blood Cancer UK,positive
(),Amanda Haddock 🧬,neutral
Chronic_#_@CLLdoc,ACS Journal Cancer,negative
#chlorambucil vs_#_CLL_cllsm,VJHemOnc,neutral
Happens_Schedule w  _@USOResearch  &,Patient Power,negative
Tyrosine Phosphatase Functions_BCell Chronic Lymphocytic_Leukemia,Hematopoiesis News,negative
the International Workshop_Chronic Lymphocytic Leukemia,Oncology Tube,neutral
Glasgow_@NHSGGC,LymphomaAction,negative
William Wierda_CLL_lylcl,OncLive SOSS,neutral
Chronic Lymphocytic Leukemia Epidemiology and Market Analysis,BizPR,negative
Chronic #Lymphoblastic_Leukaemia Uncovered_June_CLL_#management #,School of Oncology,negative
CLL,Margaret Walker,neutral
CLL Join_ClinicalTrial_Learn,International Pain Foundation®,neutral
Homininae_CLLU,Darwin Monkey,negative
missyou#CLL,N'Dygo Jonez,neutral
CLL,OncLive SOSS,neutral
Alessandra Ferrajoli MD_CLL_lylcl,OncLive SOSS,negative
CLL,Debbie Woodbury,neutral
#_CLL_SLL_J Woyach,VJHemOnc,neutral
#CAR T#Cell_CLL,CancerWallonia,neutral
Glasgow_@NHSGGC,LymphomaAction,negative
(),Oncology Tube,negative
(),OncLive SOSS,negative
#CLL #,ActiveVoice Health,positive
#CLL #,ActiveVoice Health,positive
#CLL #,ActiveVoice Health,positive
#Hodgkinlymphoma #_CLL_MultipleMyeloma &_Franco Cavalli,VJHemOnc,neutral
CLL,"Raul Cordoba, MD, PhD",negative
Highrisk_CLL Participate_CLL_Learn,"Holly Bertone, CNHP, PMP",neutral
CLL Patient Power Live Meeting_February_CLL_Leukemia,Oncology Tube,neutral
ICYMI Ibrutinib_CLL_#leukemia #,HemOnc Today,negative
CLL,Debbie Woodbury,neutral
FCR_Leukemia_CLL_IGHVmutated_ASH,"Raul Cordoba, MD, PhD",negative
Venetoclax Venclyxto_Chronic BCell Lymphocytic Leukemia,Trip Database,negative
Maintenance Therapy_Chronic Lymphocytic Leukemia,Oncology Tube,negative
CLL Join_ClinicalTrial_Learn,Jennifer Bergman,neutral
CLL,Milton Donald,neutral
CLL,Colleen Busch,neutral
CLL_ClinicalTrial_Learn,circa1835,neutral
CLL_ClinicalTrial_Learn,Sandy D.,neutral
CLL Join_ClinicalTrial_Learn,susanna sargsyan,neutral
(),susanna sargsyan,neutral
CLL,susanna sargsyan,neutral
HIFA_CLL_#,Elsevier Hematology,neutral
CLL_CC,"chadi nabhan MD, MBA, FACP",neutral
BTK_Bgb_CLL_#Waldenstrom #_cllsm,VJHemOnc,neutral
(),Oncology Tube,neutral
Chronic Lymphocytic,Augustino Chengula,negative
Miss_CLL,Clay,negative
First_CLL_#_DrBrown,TalkAboutHealth,negative
CLL,Shelley Webb,neutral
CLL_Learn_#,"Holly Bertone, CNHP, PMP",negative
CLL_#_@LeukemiaMDA,Marek Trneny,negative
CLL,B.,neutral
Obinutuzumab,Cancer Papers,neutral
CLL_#_cllsm,VJHemOnc,neutral
CLL_Read Blog,Business News,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
CLLchronic_Bcell,TalkAboutHealth,neutral
Ibrutinib_CLL,MD Anderson Cancer Center,negative
CLL_@LeukemiaMDA_Drs Keating &_Lamanna,Andrew Schorr,neutral
Sección_IWC_Recomienda_subiremos el vídeo de  _#VLL VS_CLL_Shynron_Cll &,Indy Wrestling Chile,neutral
Susan OBrien MD_CLL,"CancerNetwork®, Home of the Journal ONCOLOGY®",negative
Chronic Lymphocytic Leukemia Research Identification Of Leukemia Risk Genes,Lymphoma Canada,negative
CLL,Joseph Shatzel,negative
CLL_one,Andrew Schorr,negative
#_CLL,Margaret Walker,neutral
#_CLL,Nature Genetics,negative
CLL_lymsm,Lymphoma Hub,neutral
(),CUTIS,negative
#_CYPA_CLL,VJHemOnc,neutral
CLL_Dr Hillmen_Imbruvica,Andrew Schorr,neutral
CLL,Patient Power,positive
CLL,MDedge Hematology & Oncology,negative
CLL_lymsm_lymphoma,Lymphoma Hub,neutral
Physician s Choice &_Idelalisib_CLL,Evidera,neutral
CLL,"Holly Bertone, CNHP, PMP",neutral
(),Oncology Tube,negative
Bendamustine Rituximab_Refractory Chronic Lymphocytic Leukemia,The ASCO Post,neutral
England_Wales_Imbruvica_#NHS treatmentoption_CLL,Client-Pharma Ltd,negative
Thoughtprovoking_BioAsia#PharmaCity_CLL_SurbhanaJurong,Steven Philip Warner,positive
Thoughtprovoking_BioAsia#PharmaCity_CLL_SurbhanaJurong,The Dollar Business,positive
Thoughtprovoking_BioAsia#PharmaCity_CLL_SurbhanaJurong,Manish Kumar Pandey,positive
Thoughtprovoking_BioAsia#PharmaCity_CLL_SurbhanaJurong,Avnish Goyal,positive
CLL Chronic Lymphocytic Leukemia,Oncology Tube,negative
Glasgow_@NHSGGC,LymphomaAction,negative
(),Allison Petersen,negative
CLL_February   _CLL,Liquid Grids,neutral
Ibrutinib_Chronic Lymphocytic Leukemia_CLL,Patient Power,neutral
May #NYC_CLL,Kraig.Steubing,neutral
May    REGISTER TODAY,iwCLL,neutral
Michael Keating_ASH_CLL_Leukemia_ASH,Oncology Tube,negative
Refractory Chronic Lymphocytic Leukemia,Dr. Guiñales,neutral
Chronic Lymphocytic_Leukemia_AgingData,NACDA Program on Aging,negative
Chronic Lymphocytic Leukemia Research  Identification_AgingData,NACDA Program on Aging,negative
NHL_CLL_Lymphoma,Lymphoma Hub,neutral
CLLChile_añoLuego de un_cierre de temporada,Indy Wrestling Chile,neutral
CLLChile_añoLuego de un_cierre de temporada,The Pepex Family,neutral
CLL #,Oncology Nursing News,neutral
Glasgow_@NHSGGC,LymphomaAction,negative
#_CLL,MoJo,neutral
BTK_Bgb_CLL &_Waldenstrom_#_cllsm,VJHemOnc,neutral
Deborah Story_ABT_CLL,Patient Power,neutral
(),Marcy Stiebs,positive
Burkitt_Chronic,damsdelhi,neutral
#immunity #_CLL #NGS #SLims #,"SLIMS by Genohm, A part of Agilent",negative
Nghanolfan Ddwr Cilfynydd  LlD_Cilfynydd Water Centre,Melin Gruffydd,neutral
German_EUR_#CLL #_#,HEORO,negative
Chronic Lymphocytic Leukemia Market Volume Analysis_Key Trends,hussain96,neutral
CLL_Powerpoint Presentations_CLL,PPT Search,neutral
the International Workshop_Chronic Lymphocytic Leukemia,Oncology Tube,neutral
Chronic Lymphocytic Leukemia,Augustino Chengula,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes,Natarajan Ganesan,negative
CLL_Brien_Leukemia,Medscape Education,neutral
CLL_CME,Med-IQ,neutral
Bob_NY City_CLL,Andrew Schorr,positive
(),Medical Daily,positive
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_#health #,Senior Health Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_#health #,Healthy Living Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_Better Treat,Obesity Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes,Drug Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_#health #,Cancer Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_Better Treat_#,Medi-Science Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_#health #,Dentist Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_#health #,Child Health Daily,negative
Chronic Lymphocytic Leukemia Research  Identification Of Leukemia Risk Genes_Better Treat,World Medical News,neutral
CLL_@UCSDHealth Met_Santa Barb_Gazyva Imbruvica,Andrew Schorr,positive
CLL_today,Andrew Schorr,negative
(),Kelly girl Resists,neutral
#_lymsm,Weill Cornell Medicine Meyer Cancer Center,positive
(),Hemomadrid,negative
CLL,Coach J Keller Crush,positive
VIDEO Stephan Stilgenbauer_CLL_ASH_#_cllsm,VJHemOnc,neutral
(),Cancer Papers,negative
Expression and Variation_Prognostic Factor Chronic Lymphocytic Leukemia,Cancer Papers,negative
Chronic Lymphocytic Leukemia Market Trends Drivers Strategies Applications and Competitive Landscape,satPRnews,positive
CLL_Booth_HGM_the final day,Oxford Nanopore,neutral
Cello Group plc_FinnCap GBX_CLL_CLL,MarketBeat,neutral
(),医学英単語bot,negative
Chronic Lymphocytic Leukemia,cyberconic,negative
Robert_CLL_Richard Furman_@ABCNY,NewYork-Presbyterian,neutral
CLL,Andrew Schorr,neutral
CLL,GURU,neutral
#chlorambucil vs_#_CLL_cllsm,VJHemOnc,neutral
today_@HoulstonLab_ICR_CLL,The ICR,negative
CLL_Read &_RT,Blood Cancer UK,negative
(),JCI insight,negative
first_#,LymphomaAction,neutral
CLL,Shelley Webb,neutral
#_CLL,Blood Advances,negative
Kostas Stamatopoulos_#CLL &_cllsm,VJHemOnc,neutral
#_@bloodwise_uk_#leukaemia #,"Houlston Lab, ICR",negative
CLL_MRD_Lymsm,Lymphomation.org,negative
CLL Market,Swapnil Devale,neutral
#_#lakelouise #_#explorealberta_#mybackyard #cana,Jimmy,neutral
the European Research Initiative_CLL_cllsm,VJHemOnc,neutral
Current Research of Drug Treatments_CLL_Leukemia_EHA,Oncology Tube,negative
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
Highrisk_CLL Participate_CLL_Learn,"Holly Bertone, CNHP, PMP",neutral
Annual_Lewis Memorial Silent Auction_CLL_MrLewis,Charger Baseball,positive
John Gribben_CLL_#WorldCancerDay #,VJHemOnc,neutral
CLL,"Raul Cordoba, MD, PhD",negative
(),Hematology Review,negative
Franco Cavalli_CLL_MultipleMyeloma &_WorldCancerDay,VJHemOnc,neutral
MCPH_ANGPT_#WorldCancerDay,The FEBS Journal,negative
Venetoclax_Chronic Lymphocytic Leukemia,"Dr T. Comeau , MD",neutral
Healthcare_CLL_#WorldCancerDay,Medthority,neutral
(),DrugGenius,negative
#cll_#leusm #,OncLive SOSS,negative
Peter Hillmen,AU Oncology Reviews,neutral
CLL,Patient Power,neutral
Comparing_CLL,palliativewise,negative
CLL_CLL_Leukemia_ASH,Oncology Tube,negative
Sayed_DFW_Megan_CLL,Seven Foot Cowboy™,positive
(),Tinu Abayomi-Paul,neutral
CLL_Next Decade_#leusm #,OncLive SOSS,neutral
(),Tracia.my.tupperware.com,negative
CLL_#_cllsm,VJHemOnc,neutral
CLL_#rituximab #,A. Vroom - Ten Wolde,neutral
Chronic_Market Insights Epidemiology and Market Forecast,BizPR,neutral
first_#,LymphomaAction,neutral
Chronic_Market Insights Epidemiology and Market Forecast,Prashant Kolhe,neutral
CLLTherapie_Hagen_Bergbesteigung Wie_Gipfel,Janssen Deutschland,negative
Love_Joy_CLL_omshanti,kelemeworQ,neutral
#,OncLive.com,neutral
Susan_CLLer_Portland,Andrew Schorr,positive
Michael Keating_CLL Research News,Patient Power,negative
Michael Keating_CLL,Andrew Schorr,positive
Chronic Lymphocytic Leukemia  Initiating Therapy,Lymphoma Canada,neutral
today_APWA_March_CLL,Heather DelaCruz,neutral
(),OncLive.com,neutral
CLL,Shelley Webb,neutral
#cll Bookings_first_Glasgow,LymphomaAction,negative
Chronic Lymphocytic Leukemia_CLL,Matthews & Associates,negative
Roundup &,Matthews & Associates,negative
LymphomaHow,Francesco Turturro,negative
Chronic Lymphocytic Leukemia Leukemia_CLL_Roundup,Matthews & Associates,negative
CLL_Learn_#,"Holly Bertone, CNHP, PMP",negative
Chronic Lymphocytic Leukemia_CLL_Lenalidomide Maintenance Delays Progression,Glenn Sabin,negative
TGR_CLL_nonHodgkin_lymsm,VJHemOnc,neutral
myeloid,Cancer Papers,negative
#_CLL,PRICENTRIC,neutral
Chronic Lymphocytic Leukemia CLLMayo Clinic,Get This Hub,negative
Chronic Lymphocytic Leukemia_one,Publish PressRelease,negative
Chronic Lymphocytic Leukemia Therapeutics Market,Publish PressRelease,neutral
CLL_Janssen Imbruvica  PharmaTimes,Margaret Walker,neutral
för_Chronic Lymphocytic Leukemia_Stockholm,Janssen Sverige,negative
Chronic Lymphocytic Leukemia  Initiating Therapy,OncLive.com,neutral
CLL,"Meagan Bryan, RN",neutral
(),DTHSTR,negative
Deborah Story ABT_CLL_Leukemia_CancerSurvivor_SupportiveCare,Oncology Tube,negative
CLL_#,SeattleCancerCareAlliance,negative
Venetoclax_Rituximab  Unprecedented  Efficacy_CLL,Brad M.D.,neutral
CLL Treatment Path  @PatientPower @andrewschorr @CUH_NHS @MDAndersonNews_Leukemia,Oncology Tube,negative
Lymphoma_CLL,Oncology Tube,neutral
Combo_Obinutuzumab &_Ibrutinib_Highrisk Untreated_CLL,MD Anderson Leukemia,neutral
tonight_CLL_Eldrazi_UR_Delver_#mtg #,"Pat Euglow, Legacy Newbie",neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
VIDEO Franco Cavalli_CLL_MultipleMyeloma &_mmsm,VJHemOnc,neutral
CLL,Class 2,negative
CLL,New OhioLINK ETDs,neutral
#_CLL,"Raul Cordoba, MD, PhD",negative
Bcell_#_CLL,"Raul Cordoba, MD, PhD",negative
CLL,Medthority,neutral
#_Ibrutinib_CLL,"Raul Cordoba, MD, PhD",negative
CLL,"Raul Cordoba, MD, PhD",neutral
September_Chronic Lymphocytic Leukemia_CLL_Roundup_Roundup,Matthews & Associates,negative
CLL,Andrew Schorr,neutral
Chronic Lymphocytic Leukemia_CLL,Matthews & Associates,negative
Chronic Lymphocytic Leukemia_CLL_Roundup,Matthews & Associates,negative
Roundup Chronic Lymphocytic Leukemia_CLL,Matthews & Associates,neutral
Imbruvica_#_CLL,Margaret Walker,neutral
Cello Group plc_CLL_CLL,Broker Ratings,neutral
Cello Group plc_FinnCap GBX_CLL_CLL,MarketBeat,neutral
PPARdelta,DrugGenius,negative
PEST_CCLdriven,DrugGenius,negative
First_NicholasJacob_CLL,Amy Ramos,neutral
TGR,SCCA Clinical Trials,negative
CLL,Andrew Schorr,neutral
Leukemia Lymphoma_Multiple Myeloma_SOHO_CLL,MinuteCE,negative
(),"Mike Thompson, MD, PhD, FASCO",negative
CLL,B.,neutral
Leukemia_CLL,PracticeUpdate,negative
Letai_CLL #_mmsm,VJHemOnc,neutral
CLL #_MedEd,Medthority,neutral
Chronic_only two_ReadByQxMD,"Dr T. Comeau , MD",negative
(),icd10bot,neutral
(),icd10bot,negative
New Pharmacotherapies_Chronic Lymphocytic Leukemia,P&T,neutral
New Pharmacotherapies_Chronic Lymphocytic Leukemia,P&TCommunity,neutral
Bcell,Noah Jones,negative
CLL,"Holly Bertone, CNHP, PMP",neutral
CLL_#_OncoImmunology,"Raul Cordoba, MD, PhD",neutral
CLL,susanna sargsyan,neutral
(),EKLLRF,neutral
Happens_Schedule w  _@USOResearch &,Patient Power,negative
CLL_LymSM_Lymphoma,Lymphoma Hub,neutral
Idelalisib_CLL_lylcl,The Lancet Oncology,neutral
ASH_Canadian_Leukemia_CLL &,CARE™ Education,neutral
CLL_HaemOnc_CPD_today,Medthority,neutral
EHA,Oncology Tube,negative
EHA,Oncology Tube,negative
Venetoclax Venclyxto_Chronic BCell Lymphocytic Leukemia,Trip Database,negative
Scout Hall_Coquitlam_CLL,Michael Towner,neutral
CLL,Milton Donald,neutral
VIDEO Importance_CLL_Langerbeins,VJHemOnc,neutral
Andrew Zelenetz MD_CLL_the last several years,OncLive SOSS,neutral
Venetoclax_Chronic Lymphocytic Leukemia,Cancer Papers,negative
EHA,Oncology Tube,negative
Ibrutinib_Idelalisib_CLL,"Raul Cordoba, MD, PhD",neutral
CLL_#chemoimmunotherapy #,"Raul Cordoba, MD, PhD",neutral
CLL_year OS_lymsm vía @lymphomahub,"Raul Cordoba, MD, PhD",negative
SIOG Management of Chronic Lymphocytic Leukemia,balaji jegannathan,negative
CLL_Orphan Drug_FDA Read more &gt &gt,Lymphoma News Today,neutral
(),disrupt every word,negative
CLL_@ImedexCME_Leukemia_CLL_ASH,Oncology Tube,neutral
Chronic Lymphocytic Leukemia,Pakalert Press,negative
NICE_#_CLL,AJMC,neutral
CLL_MultipleMyeloma &_ECCOCongress,VJHemOnc,neutral
CLL,Shelley Webb,neutral
Blood Journal,"Dr T. Comeau , MD",negative
Janssen s Imbruvica_CLL,Cancer Matters,negative
second_CLL,CBPartners,neutral
(),TumorImmunoPapers,negative
Lymphoma &_Chronic Lymphocytic Leukemia Treatment Options_@SeattleCCA_Lymphoma_Leukemia_#_CLL,Oncology Tube,negative
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
ECCO &_next  days_Lepaf_CML_CLL,Lidija Pecova,neutral
Ibrutinib_CLL,AJMC,neutral
#CLL #,"Raul Cordoba, MD, PhD",neutral
CLL =&gt,Medoinfo,neutral
quando razionalizziamo la chimica rischiamo di perderla_sempre#CLL_CervelloVsIstinto,GaZeusE⚡,neutral
The International Workshop_Chronic Lymphocytic Leukemia_May NYC,iwCLL,neutral
Chronic Lymphocytic Leukemia Pipeline Highlights   Research and Markets,Danvantri Farma,neutral
IntelligentMedicine_Shared_CLL,Glenn Sabin,positive
Jennifer Woyach_#_CLL &_SLL,VJHemOnc,neutral
Lepaf_CML_CLL_#cml #,CML AdvocatesNetwork,neutral
Chronic Lymphocytic Leukemia Pipeline Highlights   Research and Markets,satPRnews,neutral
Chronic Lymphocytic Leukemia Pipeline Highlights   Research and Markets,Business Wire-Health,neutral
CLL,Andrew Schorr,neutral
NCCN_CLL @Lankenau Grand Rounds_JeffreyJonesMD_OhioStateMedicalCenter,David A. Cohen,neutral
Obinutuzumab_#_AgingData,NACDA Program on Aging,neutral
#Early #Promise_CLL,CancerWallonia,neutral
GrandRounds Highlights_CLL_JeffreyJonesMD_OhioStateMedicalCenter,David A. Cohen,neutral
#_Ibrutinib_CLL @Lankenau Grand Rounds_JeffreyJonesMD_OhioStateMedicalCenter,David A. Cohen,neutral
